Nr	Typ	Rodzaj	Kolor	Cena	Data
1884	szosowy_miejski	dziecko	zielony	899	2012-10-25
1885	skladany	dziecko	niebieski	649	2012-10-25
1886	miejski	meskie	czarny	1399	2012-10-25
1887	skladany	dziecko	niebieski	799	2012-10-25
1888	gorski_sportowy	damskie	czarny	1999	2012-10-26
1889	skladany	damskie	brazowy	1399	2012-10-26
1890	gorski_sportowy	dziecko	srebrny	949	2012-10-26
1891	uniwersalny	damskie	czerwony	1149	2012-10-27
1892	uniwersalny	dziecko	niebieski	729	2012-10-27
1893	gorski_sportowy	dziecko	czarny	1099	2012-10-27
1894	szosowy_miejski	damskie	czarny	1249	2012-10-27
1895	gorski_rekreacyjny	damskie	zielony	649	2012-10-27
1896	gorski_sportowy	meskie	srebrny	1299	2012-10-27
1897	gorski_sportowy	damskie	fioletowy	999	2012-10-27
1898	szosowy_miejski	damskie	zielony	1188	2012-10-27
1899	gorski_rekreacyjny	dziecko	czerwony	499	2012-10-29
1900	gorski_rekreacyjny	meskie	srebrny	749	2012-10-29
1901	gorski_rekreacyjny	dziecko	niebieski	499	2012-10-29
1902	miejski	meskie	srebrny	1899	2012-10-29
1903	gorski_rekreacyjny	damskie	czarny	649	2012-10-29
1904	rowerki_i_pojazdy	dziecko	niebieski	499	2012-10-29
1905	uniwersalny	dziecko	niebieski	849	2012-10-29
1906	uniwersalny	meskie	srebrny	999	2012-10-30
1907	gorski_rekreacyjny	meskie	czarny	899	2012-10-30
1908	gorski_sportowy	meskie	zielony	1799	2012-10-30
1909	skladany	dziecko	czerwony	799	2012-10-30
1910	uniwersalny	dziecko	zielony	549	2012-10-30
1911	uniwersalny	damskie	brazowy	1149	2012-10-31
1912	gorski_sportowy	dziecko	bialy	949	2012-10-31
1913	skladany	dziecko	niebieski	799	2012-11-02
1914	miejski	damskie	rozowy	1499	2012-11-02
1915	gorski_sportowy	damskie	czarny	999	2012-11-02
1916	szosowy_miejski	damskie	srebrny	1999	2012-11-02
1917	uniwersalny	damskie	czerwony	1299	2012-11-02
1918	szosowy_wyczynowy	damskie	czerwony	2499	2012-11-06
1919	gorski_sportowy	dziecko	niebieski	949	2012-11-06
1920	szosowy_miejski	damskie	brazowy	1188	2012-11-06
1921	miejski	damskie	niebieski	486	2012-11-07
1922	szosowy_wyczynowy	meskie	srebrny	4599	2012-11-07
1923	skladany	dziecko	czerwony	649	2012-11-07
1924	skladany	meskie	niebieski	1399	2012-11-07
1925	rowerki_i_pojazdy	dziecko	niebieski	159	2012-11-07
1926	miejski	damskie	czerwony	486	2012-11-08
1927	skladany	damskie	fioletowy	1299	2012-11-09
1928	gorski_rekreacyjny	dziecko	srebrny	499	2012-11-09
1929	szosowy_wyczynowy	meskie	czarny	3449	2012-11-09
1930	szosowy_wyczynowy	meskie	zielony	3499	2012-11-09
1931	gorski_rekreacyjny	meskie	czarny	999	2012-11-10
1932	uniwersalny	meskie	czarny	1049	2012-11-10
1933	gorski_rekreacyjny	damskie	niebieski	649	2012-11-10
1934	szosowy_wyczynowy	damskie	czarny	2499	2012-11-12
1935	szosowy_wyczynowy	dziecko	fioletowy	1599	2012-11-12
1936	uniwersalny	dziecko	srebrny	849	2012-11-13
1937	uniwersalny	meskie	brazowy	999	2012-11-13
1938	szosowy_miejski	dziecko	srebrny	1299	2012-11-13
1939	miejski	damskie	brazowy	799	2012-11-14
1940	gorski_sportowy	dziecko	bialy	1099	2012-11-14
1941	szosowy_miejski	damskie	bialy	1999	2012-11-14
1942	gorski_sportowy	damskie	czarny	1199	2012-11-15
1943	gorski_rekreacyjny	dziecko	srebrny	499	2012-11-15
1944	szosowy_miejski	damskie	niebieski	1249	2012-11-16
1945	miejski	meskie	bialy	1269	2012-11-16
1946	miejski	meskie	srebrny	799	2012-11-16
1947	gorski_sportowy	damskie	fioletowy	1499	2012-11-16
1948	szosowy_wyczynowy	meskie	niebieski	4599	2012-11-16
1949	rowerki_i_pojazdy	dziecko	bialy	499	2012-11-19
1950	szosowy_wyczynowy	dziecko	czerwony	1799	2012-11-20
1951	szosowy_wyczynowy	meskie	bialy	4599	2012-11-20
1952	gorski_sportowy	damskie	czarny	1199	2012-11-20
1953	gorski_sportowy	damskie	niebieski	1999	2012-11-20
1954	rowerki_i_pojazdy	dziecko	niebieski	122	2012-11-21
1955	uniwersalny	dziecko	brazowy	729	2012-11-21
1956	rowerki_i_pojazdy	dziecko	niebieski	309	2012-11-22
1957	skladany	meskie	srebrny	1199	2012-11-22
1958	uniwersalny	damskie	srebrny	1149	2012-11-22
1959	uniwersalny	dziecko	srebrny	499	2012-11-22
1960	skladany	damskie	rozowy	1399	2012-11-22
1961	skladany	damskie	czerwony	1399	2012-11-23
1962	gorski_rekreacyjny	dziecko	bialy	499	2012-11-24
1963	rowerki_i_pojazdy	dziecko	czerwony	254	2012-11-26
1964	szosowy_wyczynowy	meskie	fioletowy	3499	2012-11-27
1965	uniwersalny	meskie	czarny	999	2012-11-27
1966	uniwersalny	dziecko	bialy	729	2012-11-27
1967	gorski_rekreacyjny	dziecko	fioletowy	499	2012-11-27
1968	gorski_rekreacyjny	dziecko	brazowy	499	2012-11-28
1969	szosowy_wyczynowy	meskie	srebrny	3499	2012-11-28
1970	gorski_sportowy	dziecko	czerwony	899	2012-11-28
1971	szosowy_wyczynowy	meskie	czerwony	4599	2012-11-29
1972	skladany	damskie	czerwony	1299	2012-11-29
1973	szosowy_wyczynowy	dziecko	zielony	1799	2012-11-29
1974	rowerki_i_pojazdy	dziecko	bialy	99	2012-11-29
1975	skladany	dziecko	srebrny	649	2012-11-30
1976	szosowy_wyczynowy	meskie	czarny	3449	2012-11-30
1977	miejski	damskie	zielony	486	2012-12-03
1978	uniwersalny	damskie	brazowy	1149	2012-12-04
1979	skladany	dziecko	fioletowy	649	2012-12-04
1980	gorski_sportowy	meskie	zielony	1099	2012-12-04
1981	szosowy_miejski	dziecko	czarny	999	2012-12-06
1982	skladany	damskie	czarny	1299	2012-12-07
1983	miejski	meskie	niebieski	799	2012-12-08
1984	gorski_sportowy	damskie	czerwony	1199	2012-12-11
1985	szosowy_miejski	dziecko	brazowy	1299	2012-12-12
1986	szosowy_miejski	damskie	czerwony	1999	2012-12-13
1987	skladany	meskie	fioletowy	1399	2012-12-13
1988	uniwersalny	damskie	srebrny	1299	2012-12-14
1989	szosowy_wyczynowy	damskie	brazowy	2499	2012-12-15
1990	szosowy_miejski	meskie	srebrny	1399	2012-12-15
1991	gorski_rekreacyjny	dziecko	niebieski	499	2012-12-17
1992	szosowy_miejski	damskie	czerwony	1999	2012-12-18
1993	szosowy_miejski	dziecko	bialy	899	2012-12-18
1994	skladany	dziecko	czerwony	799	2012-12-19
1995	uniwersalny	dziecko	brazowy	849	2012-12-20
1996	miejski	meskie	zielony	499	2012-12-22
1997	skladany	meskie	niebieski	1199	2012-12-22
1998	gorski_rekreacyjny	dziecko	zielony	499	2012-12-28
1999	miejski	damskie	bialy	799	2012-12-28
2000	szosowy_miejski	meskie	brazowy	2099	2012-12-29
